,positive,negative,ambiguous,transcript_number
0,0.16246751351998404,0.0065534945863943836,0.014680497921430148,0
1,0.21482056463664434,0.02183228703039997,0.004536654589311132,1
2,0.20404547051097568,0.02138203148091777,0.0,2
3,0.2218299002017615,0.021951101298602123,0.0,3
4,0.1508551464890534,0.0,0.0,4
5,0.21307446673268177,0.021729569454662135,0.003090953240629102,5
6,0.11359493254587569,0.02723090658927786,0.0,6
7,0.12841480428522284,0.010344055565920744,0.0,7
8,0.08616601951016581,0.019808948333627483,0.01563092170677749,8
9,0.11085603686801174,0.007702596877750598,0.021437699334663256,9
10,0.19190769145886102,0.0,0.0,10
11,0.15913953761691632,0.011711023100044416,0.005521313651748325,11
12,0.16350681109483853,0.016855039915373158,0.021909788250923157,12
13,0.2334094180592469,0.00744735130241939,0.008406770016465868,13
14,0.0862363384415706,0.041521688302357994,0.0,14
15,0.17656143178644867,0.01340467290779979,0.008112320887673762,15
16,0.1639453680426986,0.0,0.02851343927560029,16
17,0.17309823699972846,0.026894592426039955,0.0,17
18,0.1538270752911174,0.030283341167169974,0.0031624846502181585,18
19,0.09139555001127127,0.02709600329399109,0.002621491311004807,19
20,0.16692874327712104,0.01837052117793932,0.0,20
21,0.13386427307570423,0.0,0.004557590241785403,21
22,0.34218292218401913,0.018211119381108677,0.0,22
23,0.09659436254790335,0.0,0.01845467271226825,23
24,0.19739290409617954,0.006960093975067139,0.0,24
25,0.16354520159003175,0.014799448443047794,0.004660817943973306,25
26,0.26966528013242896,0.017176432812467536,0.006651661497481326,26
27,0.13395740588506064,0.01847815637787183,0.0,27
28,0.2405040953308344,0.011914743420978388,0.012829251276950041,28
29,0.08182064563997331,0.014673150995726227,0.008086915939084945,29
30,0.22162485611243327,0.005920290946960449,0.0,30
31,0.18432353642480126,0.03299645000490649,0.0,31
32,0.13329925463440712,0.017363171229201755,0.006694267305095544,32
33,0.15421828399686252,0.014451533030061161,0.01888258316937615,33
34,0.2244379324744446,0.01180275311373701,0.013485421436001557,34
35,0.06947742095764946,0.0030156750889385447,0.013757129802423365,35
36,0.13480717808969558,0.005530590972592754,0.0,36
37,0.24789935776165553,0.0,0.0,37
38,0.10148836120411202,0.03168049013173139,0.01621381993646975,38
39,0.105664555348602,0.007363076887878717,0.0,39
40,0.11107627830157678,0.031187464638302725,0.0,40
41,0.08396037070024678,0.03287196364013934,0.011300487068078038,41
42,0.17057778606047996,0.018837251571508555,0.0,42
43,0.17429518254835213,0.0,0.0,43
44,0.126658552326262,0.04085634998045862,0.0027920070569962263,44
45,0.1592259457707405,0.01357751190662384,0.009408038854599,45
46,0.185580793416725,0.02690297983727365,0.007551284331195759,46
47,0.2153569265552189,0.04595410348712534,0.0,47
48,0.1862836591899395,0.003459393667678038,0.0053443145006895065,48
49,0.25266235286281225,0.013951767058599563,0.0,49
50,0.25132277395044056,0.0,0.0,50
51,0.24829885457691395,0.02033121805442007,0.02373539303478442,51
52,0.18282237875720728,0.007081076178861701,0.006859840906184652,52
53,0.09461322964214888,0.027894029118975656,0.0028725019732459647,53
54,0.21037053932314334,0.02296777479890464,0.0,54
55,0.16057384666942415,0.030989229395276024,0.00709764077549889,55
56,0.1698089083356242,0.01243369089018914,0.0176040607113992,56
57,0.1986762587229411,0.014646856387456258,0.0,57
58,0.06670880699157715,0.03269052195549011,0.0,58
59,0.03537763933003959,0.017704154475260588,0.01620780512437982,59
60,0.2112739982495781,0.023539171419070876,0.009649911682114347,60
61,0.17280836884792034,0.011787769886163564,0.0,61
62,0.07193919535606139,0.013975850356522428,0.0,62
63,0.21623526697289452,0.023790688955620545,0.0067572209933032725,63
64,0.13913288408396196,0.0072233500529308705,0.011174541346880854,64
65,0.19783414031068483,0.004527096326152484,0.003306404066582521,65
66,0.23248517311908104,0.028924695341973693,0.009046071485893146,66
67,0.22189316990670194,0.003525499212607909,0.0,67
68,0.3316563686186617,0.007778771221637726,0.0,68
69,0.17998721481354768,0.03140024508326507,0.0,69
70,0.053036849468182296,0.009493046846145239,0.036730955044428505,70
71,0.1000291660979942,0.01065846394609522,0.0,71
72,0.08305576411278351,0.02884590755338254,0.016759044450262318,72
73,0.2864026409738204,0.006081800250446095,0.003491201383226058,73
74,0.1796575853737389,0.004993664418778769,0.0,74
75,0.14328919312892816,0.011950189486528054,0.0,75
76,0.17222871068047313,0.0,0.0,76
77,0.18881332448550633,0.04566396377524551,0.0,77
78,0.32108597130310246,0.0,0.0,78
79,0.13971846302350363,0.0,0.0,79
80,0.1417509764432907,0.010252327603452346,0.0,80
81,0.21408313296843265,0.0,0.0,81
82,0.11157577602486861,0.0033178966296346563,0.029612809419631958,82
83,0.2390230694382461,0.013393432209172199,0.010265423772261315,83
84,0.17691871252926913,0.0,0.0,84
85,0.18552261963486671,0.0,0.0,85
86,0.12364470958709717,0.010393590351630901,0.010436005838986101,86
87,0.12734303581580686,0.0,0.008003213767255291,87
88,0.18034665508473174,0.004094866679069844,0.01567463291452286,88
89,0.024894524857683002,0.05771505382825744,0.0,89
90,0.21726940909646592,0.01451452188896683,0.0,90
91,0.17156519680409818,0.043278665155977815,0.06319163618861018,91
92,0.15298036226006442,0.01658908780231032,0.010803321073221605,92
93,0.15328540956532513,0.027171034779813554,0.0,93
94,0.12264938981217496,0.0075646844856879294,0.010756686329841614,94
95,0.10427772694013336,0.0,0.0,95
96,0.20306728469382088,0.006205971721264956,0.0,96
97,0.2020945482431574,0.008983879964402381,0.0,97
98,0.13556068597069706,0.01246692401817046,0.0,98
99,0.058045914690745506,0.012740822606965116,0.0,99
100,0.1732596901940628,0.005201773324482878,0.0,100
101,0.2243549476067225,0.004491116756047958,0.0,101
102,0.27579919940658976,0.00672908393400056,0.030189816440854753,102
103,0.07117182713873843,0.006508174728839956,0.01860890489943484,103
104,0.22569131936345782,0.0,0.0,104
105,0.18044152233138014,0.005471204199008087,0.008013301820897344,105
106,0.13202394656280972,0.0054355744105666435,0.005677592398515388,106
107,0.2078973650932312,0.0,0.0,107
108,0.13377203674692856,0.010426840107691916,0.005947966716791454,108
109,0.16533188374949173,0.01625583247399666,0.0,109
110,0.08042751496488398,0.03274457888169722,0.01632847785949707,110
111,0.154041625418753,0.02215709551325384,0.025102489961768098,111
112,0.14929925863231933,0.0,0.0,112
113,0.22505398436423835,0.02590945062287357,0.008882093046783307,113
114,0.10278653126236395,0.0,0.0,114
115,0.17919512720484482,0.03747595729012238,0.010828345229751185,115
116,0.02085011970737706,0.008042145358479542,0.0,116
117,0.3016353785991669,0.03574851512908936,0.011084246635437011,117
118,0.14108847081661224,0.0,0.0,118
119,0.14153458786682344,0.0,0.005281760659016354,119
120,0.07914572736112083,0.041911195691038926,0.02206374959247868,120
121,0.2241374247295912,0.016828612186187922,0.004091155043868131,121
122,0.16572692283129287,0.028239623974945584,0.0,122
123,0.221799976363474,0.0,0.008369760245692973,123
124,0.1524339576025267,0.022198644844261376,0.0,124
125,0.1312975864256582,0.03150022991241947,0.06137136682387321,125
126,0.05479764640331268,0.0,0.0,126
127,0.26250190908710164,0.006592863135867649,0.0,127
128,0.16014326876456583,0.009956115702970312,0.014343802535205806,128
129,0.2730051207131353,0.00807401702321809,0.019554149693456188,129
130,0.20340912725965857,0.02334471829866959,0.013235825603291139,130
131,0.12523367031511054,0.016340399003890622,0.011028782430901584,131
132,0.23914098505223735,0.0,0.0,132
133,0.2891902079884435,0.02422716500053943,0.012278372133281869,133
134,0.20625601882158323,0.007855696040530538,0.0,134
135,0.0992201708026768,0.03248291961925546,0.03314567196000483,135
136,0.08048903865691943,0.03749720255533854,0.0,136
137,0.17408095442113422,0.034289754572368804,0.0,137
138,0.06194287132133137,0.027007395570928402,0.0,138
139,0.1201590165285997,0.01330742617728005,0.01519665625733389,139
140,0.15345962671027785,0.01364023349751001,0.019218134468999403,140
141,0.12095707479645224,0.0,0.0,141
142,0.2404444416364034,0.0,0.008035853123053526,142
143,0.16510264914144168,0.0,0.0,143
144,0.19562141895294188,0.018744532420085027,0.0,144
145,0.16259969034414182,0.02633966385633096,0.0,145
146,0.20013932324945927,0.024717227866252262,0.007098625724514325,146
147,0.18499642213185627,0.0,0.00787387424045139,147
148,0.15226425610336602,0.03596286212696748,0.0,148
149,0.14536927593381782,0.013080051070765444,0.005864988502703215,149
150,0.16296644971288485,0.03832271695137024,0.07972217325506539,150
151,0.24666591826826334,0.007807667677601178,0.011422490080197653,151
152,0.2688917161329933,0.0,0.0,152
153,0.24625576535860697,0.01957646061976751,0.0,153
154,0.35469109443731084,0.0,0.0,154
155,0.14664633784975326,0.0,0.0,155
156,0.2208516831199328,0.0,0.0,156
157,0.23312751785852015,0.002473230706527829,0.01811577146872878,157
158,0.19039269347689045,0.00852018772666134,0.0,158
159,0.20070018172264098,0.0,0.0,159
160,0.1538617362123017,0.02795094005558469,0.008419580415848199,160
161,0.12545625391331586,0.0,0.0,161
162,0.21265112465390792,0.007137904373499064,0.025119910159936316,162
163,0.2408660545315541,0.0180504473162369,0.017740855334510267,163
164,0.1457185871207837,0.05508340572573475,0.016942911541339048,164
165,0.10391800088828869,0.017487329713414223,0.010877491383070356,165
166,0.1804050107796987,0.01866885523001353,0.0,166
167,0.20316224313173137,0.022271582337676503,0.037825070932263234,167
168,0.21423366867889793,0.01877634151507232,0.0,168
169,0.09136893879622221,0.020748722677429516,0.0,169
170,0.24243944176172805,0.04439247866808358,0.005378183166859514,170
171,0.10665165450837877,0.0,0.0,171
172,0.22445642371331492,0.0,0.0,172
173,0.12366332021760351,0.018919654466487742,0.011379385436022724,173
174,0.22592394923170409,0.00601453541053666,0.0,174
175,0.2230683191826469,0.0032279325158972487,0.0,175
176,0.17122638663824866,0.0,0.011846404741792119,176
177,0.32672639687856037,0.0,0.0,177
178,0.12434820316988847,0.027376731921886575,0.0,178
179,0.11707411454274104,0.0,0.0,179
180,0.23365724899552084,0.0189275759639162,0.0,180
181,0.20349976524364116,0.026253816693328148,0.04024079476678094,181
182,0.28284730201356867,0.013397009520048506,0.005753089872638831,182
183,0.24694413647932165,0.01787773037658018,0.007061761530006633,183
184,0.14890695654827615,0.006441247204075689,0.0,184
185,0.10446735503880875,0.010108707391697428,0.0,185
186,0.1298646015940972,0.006582573337374993,0.04502197706474448,186
187,0.21719784659593283,0.0,0.006015863142856935,187
188,0.3279458614105874,0.0069497874442567215,0.019987273723521132,188
189,0.20517387705990392,0.02118508021036784,0.014616399239271115,189
190,0.13625115007162095,0.0,0.0,190
191,0.05472722951916681,0.006964904674585315,0.009491600852081741,191
192,0.23353460596667397,0.0,0.0,192
